Type,ID_A,ID_B,Title_A,Title_B,Similarity_%,Match_Type,Level,Paragraph_Count
Section,section_390,section_436,1 ハイブリッドシステムが作動している状態で294 N (30 kgf) の踏力をか,1 ハイブリッドシステムが作動している状態で294 N (30 kgf) の踏力をか,0.0,exact,2,0
Section,section_410,section_458,ユーザーカスタマイズ機能一覧,ユーザーカスタマイズ機能一覧,0.0,exact,1,0
Section,section_424,section_476,ハイブリッドシステムが始動できない,ハイブリッドシステムが始動できない,0.0,exact,6,0
Section,section_436,section_490,タイヤがパンクした,タイヤがパンクした,0.0,exact,6,0
Section,section_202,section_424,1 マルチインフォメーションディスプ,1 マルチインフォメーションディスプレ,0.0,exact,2,0
Section,section_197,section_211,PCS（プリクラッシュセーフティシステム）,PCS（プリクラッシュセーフティ）,0.0,exact,1,0
Section,section_29,section_24,チャイルドシートの取り付け,チャイルドシートの取り付け方などをまとめたP. 48 を参照してください,0.0,exact,1,1
Section,section_406,section_485,3 スマートエントリー スタートシステム装着車,（スマートエントリー& スタートシステム装着車）,0.0,exact,2,0
Section,section_116,section_182,P. 109,"P. 109, 111",0.0,exact,2,1
Section,section_191,section_205,事故被害や運転負荷の軽減に寄与することを目的としています本システムの,故被害や運転負荷の軽減に寄与することを目的としています本システムの認,0.0,exact,2,0
Section,section_22,section_27,チャイルドシートの取り付け方などをまとめたチャイルドシートの取り付,チャイルドシート,0.0,exact,2,1
Section,section_89,section_91,ECOP. 96,P. 96,0.0,exact,2,0
Section,section_42,section_435,P. 333,3.3,0.0,exact,2,0
Section,section_43,section_430,P. 334,3.4,0.0,exact,2,0
Section,section_44,section_431,P. 337,3.7,0.0,exact,2,0
Section,section_54,section_441,P. 232,2.3,0.0,exact,2,0
Section,section_60,section_194,P. 215,1.5,0.0,exact,2,0
Section,section_66,section_290,P. 202,2.0,0.0,exact,2,0
Section,section_176,section_440,P. 148,4.8,0.0,exact,2,0
Section,section_180,section_185,1.5,P. 158,0.0,exact,2,1
Section,section_187,section_448,P. 202,2.0,0.0,exact,2,0
Section,section_189,section_289,P. 221,2.2,0.0,exact,2,0
Section,section_190,section_447,P. 225,2.2,0.0,exact,2,0
Section,section_387,section_480,1.6,P. 169,0.0,exact,2,0
Section,section_394,section_418,4.8,P. 480,0.0,exact,2,0
Section,section_228,section_257,ファンをとめたいときは、 を押す3,を押す3,0.0,exact,6,0
Section,section_344,section_384,620,20,0.0,exact,6,0
Section,section_346,section_386,22,622,0.0,exact,6,0
Section,section_143,section_155,パワースイッチを“ON”（スマートエントリー＆スタートシステム非装着1,スマートエントリー＆スタートシステム非装着車：1,0.0,exact,6,0
Section,section_27,section_148,2 ヘッドレストとチャイルドシートが干渉してチャイルドシートが正しく取り,ヘッドレスト,0.0,exact,2,1
Section,section_59,section_433,"P. 160, 164",1.6,0.0,exact,2,0
Section,section_71,section_195,"P. 217, 225",2.5,0.0,exact,2,1
Section,section_181,section_87,2.5,"P. 225, 233",0.0,exact,2,0
Section,section_384,section_377,3.4,"P. 434, 477",0.0,exact,2,0
Section,section_15,section_231,P. 128,‐1,0.0,exact,2,1
Section,section_165,section_179,2 秒以上押し続けるか素早く３回以上連続で押してくださいP. 324,2 秒以上押し続けるか素早く３回以上連続で押してくださいP. 388,0.0,exact,2,1
Section,section_45,section_356,P. 178,1 EV ドライブモードの作動条件についてはP. 178 を参照してください,0.0,exact,2,0
Section,section_129,section_138,P. 122から約22 cm 以内に近付かないようにしてください電波に,P. 122,0.0,exact,2,0
Section,section_377,section_422,P. 340がマルチインフォメーションディスプレイに表,P. 405がマルチインフォメーションディスプレイに表,0.0,exact,2,0
Section,section_16,section_237,P. 26,※ ★,0.0,exact,2,0
Section,section_131,section_25,リヤシート,●運転装置にふれるのを防ぐため、お子さまはリヤシートに乗せること,0.0,exact,1,1
Section,section_24,section_486,P. 49,P. 490をご確認ください,0.0,exact,2,0
Section,section_431,section_474,（スマートエントリー& スタートシステム装着車）,●キー（スマートエントリー＆スタートシステム非装着車）または電子,0.0,exact,6,1
Section,section_90,section_104,方●,2. 計器の見方,0.0,exact,6,1
Section,section_385,section_505,3.7,3.7 以下を使用することができます,0.0,exact,2,0
Section,section_368,section_200,トリー＆スタートシステム装着車）,●スマートエントリー＆スタートシステム非装着車,0.0,exact,1,1
Section,section_338,section_463,15,15 秒,0.0,exact,6,0
Section,section_333,section_457,12,120 秒,0.0,exact,6,0
Section,section_339,section_446,16,16 6J,0.0,exact,6,1
Section,section_251,section_285,270 (2.7),2702.7,0.0,exact,2,0
Section,section_252,section_286,240 (2.4),2402.4,0.0,exact,2,0
Section,section_253,section_287,230 (2.3),2302.3,0.0,exact,2,0
Section,section_396,section_443,270 (2.7),2702.7,0.0,exact,2,0
Section,section_416,section_53,30 秒,30 秒以上経過すると自動的に設定,0.0,exact,2,1
Section,section_52,section_381,P. 177,17,0.0,exact,2,0
Section,section_93,section_371,P. 103,10,0.0,exact,2,0
Section,section_120,section_373,P. 124,12,0.0,exact,2,0
Section,section_162,section_389,P. 125,25,0.0,exact,2,0
Section,section_171,section_379,P. 150,15,0.0,exact,2,0
Section,section_215,section_333,P. 214,14,0.0,exact,2,0
Section,section_304,section_387,P. 232,23,0.0,exact,2,0
Section,section_331,section_269,10,P. 105,0.0,exact,6,1
Section,section_342,section_164,18,P. 181,0.0,exact,6,3
Section,section_347,section_496,20,P. 420,0.0,exact,6,0
Section,section_34,section_60,P. 392,P. 398,0.0,exact,2,0
Section,section_47,section_132,P. 336,P. 364,0.0,exact,2,1
Section,section_48,section_266,P. 335,P. 323,0.0,exact,2,0
Section,section_49,section_298,P. 337,P. 370,0.0,exact,2,0
Section,section_50,section_61,P. 339,P. 399,0.0,exact,2,0
Section,section_53,section_70,P. 179,P. 187,0.0,exact,2,0
Section,section_55,section_106,P. 170,P. 109,0.0,exact,2,1
Section,section_57,section_214,P. 174,P. 217,0.0,exact,2,1
Section,section_58,section_15,P. 183,P. 135,0.0,exact,2,1
Section,section_70,section_264,P. 267,P. 126,0.0,exact,2,1
Section,section_123,section_71,P. 112,P. 181,0.0,exact,2,0
Section,section_127,section_86,P. 352,P. 329,0.0,exact,2,0
Section,section_128,section_400,P. 387,P. 358,0.0,exact,2,0
Section,section_150,section_136,P. 173,P. 131,0.0,exact,2,1
Section,section_156,section_82,P. 324,P. 248,0.0,exact,2,0
Section,section_160,section_73,P. 110,P. 191,0.0,exact,2,0
Section,section_161,section_72,P. 124,P. 182,0.0,exact,2,0
Section,section_178,section_76,P. 241,P. 211,0.0,exact,2,0
Section,section_188,section_69,P. 215,P. 291,0.0,exact,2,0
Section,section_212,section_494,P. 342,P. 421,0.0,exact,2,0
Section,section_230,section_204,P. 299,P. 229,0.0,exact,2,0
Section,section_261,section_506,P. 307,P. 350,0.0,exact,2,0
Section,section_305,section_62,P. 340,P. 401,0.0,exact,2,0
Section,section_373,section_143,P. 414,P. 419,0.0,exact,2,1
Section,section_419,section_500,P. 165,P. 162,0.0,exact,2,0
Section,section_420,section_247,P. 124,P. 182,0.0,exact,2,1
Section,section_440,section_406,P. 354,P. 351,0.0,exact,2,0
Section,section_447,section_242,P. 202,P. 222,0.0,exact,2,1
Section,section_448,section_501,P. 215,P. 211,0.0,exact,2,0
Section,section_449,section_344,P. 225,P. 222,0.0,exact,2,0
Section,section_164,section_263,P. 301,P. 319,0.0,exact,2,0
Section,section_457,section_65,P. 406,P. 400,0.0,exact,2,0
Section,section_411,section_495,"P. 112, 118, 122","P. 121,",0.0,exact,2,0
Section,section_220,section_343,"P. 91, 101",P. 291,0.0,exact,2,0
Section,section_441,section_202,"P. 114,",P. 211,0.0,exact,2,0
Section,section_456,section_497,P. 411,"P. 401,",0.0,exact,2,0
Section,section_30,section_190,P. 56,P. 156,0.0,exact,2,1
Section,section_69,section_68,P. 85,P. 185,0.0,exact,2,0
Section,section_77,section_170,P. 88,P. 388,0.0,exact,2,1
Section,section_204,section_467,P. 89,P. 289,0.0,exact,2,0
Section,section_149,section_174,"P. 160, 164",P. 116,0.0,exact,2,0
Section,section_168,section_110,"P. 103, 105",P. 100,0.0,exact,2,0
Section,section_169,section_127,"P. 103, 105",P. 102,0.0,exact,2,0
Section,section_245,section_169,P. 389,"P. 399, 405",0.0,exact,2,0
Section,section_246,section_177,P. 389,"P. 399, 405",0.0,exact,2,1
Section,section_303,section_191,P. 397,"P. 399, 409",0.0,exact,2,0
Section,section_426,section_74,P. 161,"P. 168, 172",0.0,exact,2,0
Section,section_350,section_391,ボトルのホース先端に空気逃がしキャッ2,ホース先端に空気逃がしキャップを取り2,0.0,exact,6,0
Section,section_348,section_390,タイヤからボトルのホースを取りはずす1,タイヤからホースを取りはずす1,0.0,exact,6,0
Section,section_336,section_451,P. 368411,P. 356,0.0,exact,2,0
Section,section_205,section_498,P. 99,"P. 399,",0.0,exact,2,0
Section,section_351,section_444,24,2402.4,0.0,exact,6,0
Section,section_166,section_327,P. 387,P. 386と停止表示板を置,0.0,exact,2,0
Section,section_290,section_260,P. 322と停止表示板を置,P. 362,0.0,exact,2,1
Section,section_432,section_510,P. 422をご確認ください,P. 472,0.0,exact,2,0
Section,section_72,section_16,P. 87,P. 28,0.0,exact,2,1
Section,section_75,section_85,P. 90,P. 91,0.0,exact,2,0
Section,section_132,section_37,P. 27,P. 62,0.0,exact,2,0
Section,section_154,section_38,P. 67,P. 64,0.0,exact,2,0
Section,section_159,section_39,P. 67,P. 66,0.0,exact,2,1
Section,section_208,section_223,P. 89,P. 95,0.0,exact,2,0
Section,section_209,section_147,P. 99,P. 29,0.0,exact,2,1
Section,section_112,section_20,P. 96,P. 63,0.0,exact,2,1
Section,section_352,section_459,25,"P. 119, 125, 129",0.0,exact,6,0
Section,section_219,section_168,P. 174,P. 71,0.0,exact,2,1
Section,section_445,section_173,P. 174,P. 71,0.0,exact,2,1
Section,section_409,section_465,120 秒,30 秒,0.0,exact,2,0
Section,section_238,section_248,P. 99,"P. 97, 107",0.0,exact,2,1
Section,section_155,section_88,"P. 334, 340",P. 93,0.0,exact,2,0
Section,section_414,section_36,15 秒,15 36kg,0.0,exact,2,1
Section,section_26,section_31,1 助手席にチャイルドシートを取り付ける場合は背もたれを可能な限り起こ,2 背もたれを可能な限り起こしてく,0.0,exact,2,0
Section,section_233,section_55,P. 259,P. 459,0.0,exact,2,1
Section,section_236,section_75,P. 263,P. 223,0.0,exact,2,0
Section,section_325,section_175,P. 301,P. 131,0.0,exact,2,0
Section,section_321,section_363,9 回,1 回,0.0,partial,2,0
Section,section_340,section_382,617,618,0.0,partial,6,1
Section,section_349,section_388,623,624,0.0,partial,6,0
Section,section_163,section_178,"P. 334, 340",P. 364,0.0,partial,2,0
Section,section_177,section_365,"P. 334, 344",P. 364,0.0,partial,2,0
Section,section_454,section_183,P. 195,"P. 109, 111",0.0,partial,2,1
Section,section_326,section_438,1 回,1 6,0.0,partial,2,0
Section,section_198,section_215,軽減に寄与することを目的として設計されていますがその効果はさまざまな,することを目的としていますがその効果はさまざまな条件によりかわりま,0.0,partial,2,1
Section,section_316,section_224,1 EV ドライブモードの作動条件についてはP. 170 を参照してください,P. 105,0.0,partial,2,0
Section,section_392,section_450,1 6,16 4T,0.0,partial,2,0
Section,section_341,section_445,723,2302.3,0.0,partial,6,0
Section,section_216,section_398,P. 338,●非常点滅灯を点滅させる（→P. 385）,0.0,partial,2,0
Section,section_312,section_144,P. 397,P. 453,0.0,partial,2,1
Section,section_356,section_63,P. 295,P. 402,0.0,partial,2,0
Section,section_362,section_66,P. 288,P. 402,0.0,partial,2,0
Section,section_442,section_342,P. 353,P. 463,0.0,partial,2,0
Section,section_446,section_49,P. 154,P. 458,0.0,partial,2,1
Section,section_453,section_499,P. 287,P. 182,0.0,partial,2,0
Section,section_444,section_493,"P. 334,","P. 400,",0.0,partial,2,0
Section,section_455,section_471,P. 192,P. 131,0.0,partial,2,0
Section,section_439,section_243,"P. 336,",P. 403,0.0,partial,2,1
Section,section_443,section_352,"P. 337,",P. 463,0.0,partial,2,0
Section,section_398,section_203,230 (2.3),P. 223,0.0,partial,2,0
Section,section_28,section_361,9 18kg,9 回,0.0,partial,2,0
Section,section_78,section_397,●オドメーター表示時：ハイブリッドシステムを始動してからの平,●ハイブリッドシステムを停止する,0.0,partial,6,0
Section,section_113,section_461,2. 計器の見方,2 回,0.0,partial,2,0
Section,section_141,section_411,パワースイッチをOFF にする1,パワースイッチを約15 秒以上押し続ける4,0.0,partial,6,0
Section,section_140,section_157,パワースイッチを“LOCK” にする1,パワースイッチを“ON”（スマートエントリー＆スタートシステム非装着1,0.0,partial,6,0
Section,section_366,section_464,パワースイッチを約15 秒以上押し続ける4,7.5 秒,0.0,partial,6,0
Section,section_337,section_380,14,16,0.0,partial,6,0
Section,section_399,section_291,16 6J,17 6 12J,0.0,partial,2,0
Section,section_389,section_180,3.3,P. 453,0.0,partial,2,1
Section,section_404,section_212,1 ハロゲン ヘッドランプ装着車,●車両,0.0,partial,2,1
Section,section_243,section_462,か2,2 2,0.0,partial,6,0
Section,section_413,section_29,2 回,2 表示されているマークは商品により異なります,0.0,partial,2,1
Section,section_400,section_449,16 4T,17 6 12J,0.0,partial,2,0
Section,section_415,section_375,7.5 秒,1 分程度低温の場合は5 分,0.0,partial,2,0
Section,section_397,section_103,240 (2.4),ECOP. 102,0.0,partial,2,0
Section,section_405,section_34,2 LED ヘッドランプ装着車,2 ヘッドレスト非調整式,0.0,partial,2,1
Section,section_79,section_413,●トリップメーター表示時：トリップメーターA・B それぞれの平,トリー＆スタートシステム装着車）,0.0,partial,6,0
Section,section_452,section_238,3.7 以下を使用することができます,● を選択するごとに、自動表示モードのON とOFF が切り替わ,0.0,partial,2,0
Section,,section_26,,●小さなお子さまには、パワーウインドウ・ボンネット・バックドアや,0.0,added,,0
Section,,section_28,,1 ＵＮECE R44ＵＮECE R129 はチャイルドシートに関する,0.0,added,,0
Section,,section_30,,1 シートをいちばんうしろに下げた状態で取り付けてくださいシートの高,0.0,added,,0
Section,,section_32,,3 ヘッドレストとチャイルドシートが干渉してチャイルドシートが正しく取,0.0,added,,0
Section,,section_40,,やむを得ず助手席にチャイルドシートを取り付ける場合は、助手席1,0.0,added,,0
Section,,section_41,,ヘッドレストとチャイルドシートが干渉してチャイルドシートが正3,0.0,added,,0
Section,,section_42,,チャイルドシートにシートベ4,0.0,added,,0
Section,,section_43,,取り付け後はチャイルドシートを前後左右にゆすり、しっかりと固6,0.0,added,,0
Section,,section_44,,チャイルドシートをシートに2,0.0,added,,0
Section,,section_45,,取り付けたチャイルドシートを前後左右にゆすり、固定されている3,0.0,added,,0
Section,,section_46,,ヘッドレストを上げる1,0.0,added,,0
Section,,section_47,,フタを開けてトップテザーア2,0.0,added,,0
Section,,section_54,,オートアラーム,0.0,added,,0
Section,,section_115,,●告知設定,0.0,added,,0
Section,,section_116,,●告知タイミング,0.0,added,,0
Section,,section_134,,ロックレバーを施錠側にする1,0.0,added,,0
Section,,section_163,,"P. 168, 172",0.0,added,,0
Section,,section_213,,●歩行者,0.0,added,,0
Section,,section_216,,1 マルチインフォメーションディ,0.0,added,,0
Section,,section_217,,作動対象の色合いや明るさが背景に溶け込んでいるとき,0.0,added,,0
Section,,section_218,,どなど作動対象が背景に溶け込んでいるとき,0.0,added,,0
Section,,section_229,,1 マルチインフォメーションディスプレイ非装着車,0.0,added,,0
Section,,section_234,,クリアランスソナー,0.0,added,,0
Section,,section_235,,パーキングサポートブレーキ（静止物）,0.0,added,,0
Section,,section_236,,パノラミックビューモニター,0.0,added,,0
Section,,section_239,,●車幅平行線が実際の障害物などに重ならないようにハンドルを操作,0.0,added,,0
Section,,section_241,,1 マルチインフォメーションディスプレイ非装着車,0.0,added,,0
Section,,section_245,,LED イルミネーションビーム,0.0,added,,0
Section,,section_249,,17 インチタイヤ装着車を除く,0.0,added,,0
Section,,section_258,,ファンをとめたいときは、 を押す4,0.0,added,,0
Section,,section_267,,ラゲージルーム内装備,0.0,added,,0
Section,,section_274,,●掃除機などでほこりを取り除き、水またはぬるま湯を含ませた布でふ,0.0,added,,0
Section,,section_275,,●汚れが落ちない場合は、中性洗剤を水で約1％に薄めてやわらかい布,0.0,added,,0
Section,,section_277,,P. 455,0.0,added,,0
Section,,section_278,,P. 455,0.0,added,,0
Section,,section_282,,●タイヤの亀裂・損傷の有無,0.0,added,,0
Section,,section_283,,●タイヤの溝の深さ,0.0,added,,0
Section,,section_334,,水没したときは,0.0,added,,0
Section,,section_336,,●ハイブリッドシステム異常警告灯が点灯（マルチインフォメーション,0.0,added,,0
Section,,section_351,,P. 405,0.0,added,,0
Section,,section_394,,●地面が固く平らで安全な場所に移動する,0.0,added,,0
Section,,section_395,,●パーキングブレーキをかける,0.0,added,,0
Section,,section_396,,●シフトレバーをP に入れる,0.0,added,,0
Section,,section_407,,●イモビライザーシステムに異常がある可能性があります。（→P. 78）,0.0,added,,0
Section,,section_423,,●高水温警告灯が点滅または点灯：エンジンがオーバーヒートしている,0.0,added,,0
Section,,section_466,,初期設定が必要な項目,0.0,added,,0
Section,,section_478,,●キーが車内の検知される場所にありますか？（→P. 129）,0.0,added,,0
Section,,section_479,,●補機バッテリーがあがっていませんか？（→P. 455）,0.0,added,,0
Section,,section_502,,P. 223,0.0,added,,0
Section,,section_507,,P. 203,0.0,added,,0
Section,,section_508,,P. 200,0.0,added,,0
Section,,section_509,,P. 477,0.0,added,,0
Section,,section_511,,P. 473,0.0,added,,0
Paragraph,doc_a_section_1_chunk_1,doc_b_section_1_chunk_1,2 知っておいていただきたいこと 安全に お使いいただくために 運転する前に 22 安全なドライブのために 26 SRS エアバッグ 34 お子さまの安全のために 45 チャイルドシートの 取り付け ...,2 知っておいていただきたいこと 安全に お使いいただくために 運転する前に 24 安全なドライブのために 28 SRS エアバッグ 36 排気ガスに対する注意 お子さまの安全 お子さまを乗せるときは...,61.31,partial,,1
Paragraph,doc_a_section_2_chunk_1,doc_b_section_2_chunk_1,エアコンの使い方 オートエアコン...246 シートヒーター...256 5-2 室内灯のつけ方 室内灯一覧...258 インテリアランプ...259 パーソナルランプ...259 5-3 収納装備の...,エアコンの使い方 オートエアコン...306 シートヒーター...316 5-2 室内灯のつけ方 室内灯一覧...318 インテリアランプ...319 パーソナルランプ...319 5-3 収納装備の...,54.34,partial,,1
Paragraph,,doc_b_section_4_chunk_1,,なお次の場合を除きトヨタは取得したデータを第三者へ開示また は提供することはありません お車の使用者の同意リース車は借主の同意がある場合 警察・裁判所・政府機関などの法的強制力のある要請に基づく場合 ...,0.0,insert,,1
Paragraph,doc_a_section_10_chunk_1,doc_b_section_10_chunk_1,"イラスト目次 外観 ドア 112, 115 ドアガラスの開閉 142 メカニカルキーでの施錠解錠 386 警告灯1・警告メッセージ2 333, 340 バックドア 118 車外から開ける 118 警告...","イラスト目次 外観 GR SPORT を除く GR SPORT 13 イラスト目次 ドア 119, 122 ドアガラスの開閉 150 メカニカルキーでの施錠解錠 452 警告灯1・警告メッセージ2 3...",58.54,partial,,1
Paragraph,doc_a_section_33_chunk_1,doc_b_section_48_chunk_1,ハイブリッドシステムは電気モーターとガソリンエンジンという2 つ のパワーのシナジー相乗効果により優れた動力性能と低燃費化の 両立を高い次元で実現したシステムですさらに排出ガスを低減ク リーン化した環...,ハイブリッドシステムは電気モーターとガソリンエンジンという2 つ のパワーのシナジー相乗効果により優れた動力性能と低燃費化の 両立を高い次元で実現したシステムですさらに排出ガスを低減ク リーン化した環...,29.78,partial,,1
Paragraph,,doc_b_section_51_chunk_1,,意くださいなお高電圧部位などには取り扱い上の注意を記載した ラベルが貼付してありますのでラベルの指示に従って正しい取り扱い をしてください ラベル サービスプラグ エアコンコンプレッサー 電気モーター...,0.0,insert,,1
Paragraph,doc_a_section_137_chunk_1,doc_b_section_152_chunk_1,X チルトステアリング装着車 ハンドルを持ちレバーを下げる ハンドルを上下に動かし適切な 位置にする 位置が決定したらレバーを上げてハ ンドルを固定してください ハンドル 調整のしかた 1 2 136...,X チルトステアリング装着車 ハンドルを持ちレバーを下げる ハンドルを上下に動かし適切な 位置にする 位置が決定したらレバーを上げてハ ンドルを固定してください ハンドル 調整のしかた 1 2 143...,92.73,match,,1
Paragraph,doc_a_section_151_chunk_1,doc_b_section_165_chunk_1,安全で快適なドライブをするために荷物を積むときは次のことをお守 りください 警告 積んではいけないもの 次のようなものを積むと引火するおそれがあり危険です 燃料が入った容器 スプレー缶 荷物を積むとき...,安全で快適なドライブをするために荷物を積むときは次のことをお守 りください 警告 積んではいけないもの 次のようなものを積むと引火するおそれがあり危険です 燃料が入った容器 スプレー缶 荷物を積むとき...,39.79,partial,,1
Paragraph,doc_a_section_151_chunk_2,,運転のしかた シフトレバーがP 以外でハイブリッドシステムを停止させた場合ハイ ブリッドシステムは停止しますがパワースイッチのモードはOFF にな りません次の手順でOFF にしてください パーキング...,,0.0,delete,,1
Paragraph,doc_a_section_182_chunk_1,doc_b_section_196_chunk_1,雨や霧などの悪天候下での視界を確保します グレードオプションなどにより装備の有無があります 1 2 184 4-3 ランプのつけ方・ ワイパーの使い方 X リアフォグランプ装着車 消灯する 点灯する ...,雨や霧などの悪天候下での視界を確保します グレードオプションなどにより装備の有無があります 1 2 192 4-3 ランプのつけ方・ ワイパーの使い方 X リアフォグランプ装着車 消灯する 点灯する ...,94.41,match,,1
Paragraph,doc_a_section_183_chunk_1,doc_b_section_197_chunk_1,操作のしかた 1 2 3 4 5 187 4-3 ランプのつけ方・ ワイパーの使い方 4 運 転 X 間欠時間調節式ワイパー INT を選択しているとき間欠作動の時間を調整することができま す 次のよ...,操作のしかた 1 2 3 4 5 195 4-3 ランプのつけ方・ ワイパーの使い方 4 運 転 X 間欠時間調節式ワイパー INT を選択しているとき間欠作動の時間を調整することができま す 次のよ...,86.47,match,,1
Paragraph,doc_a_section_184_chunk_1,doc_b_section_198_chunk_1,操作のしかた グレードオプションなどにより装備の有無があります 1 2 3 4 知識 191 4-3 ランプのつけ方・ ワイパーの使い方 4 運 転 注意 窓ガラスが乾いているときは ワイパーを使わな...,操作のしかた グレードオプションなどにより装備の有無があります 1 2 3 4 知識 199 4-3 ランプのつけ方・ ワイパーの使い方 4 運 転 注意 窓ガラスが乾いているときは ワイパーを使わな...,95.04,match,,1
Paragraph,,doc_b_section_206_chunk_1,,なお次の場合を除きトヨタは取得したデータを第三者へ開示また は提供することはありません お車の使用者の同意リース車は借主の同意がある場合 警察・裁判所・政府機関などの法的強制力のある要請に基づく場合 ...,0.0,insert,,1
Paragraph,doc_a_section_195_chunk_1,,グレードオプションなどにより装備の有無があります 進路上の車両を前方センサーで検出し衝突の可能性が高いと判断した ときに警報やブレーキ力制御により運転者の衝突回避操作を補助しま すまた衝突の可能性がさ...,,0.0,delete,,1
Paragraph,doc_a_section_195_chunk_2,,Toyota Safety Sense C 道路脇が構造物に囲まれた狭い道狭いトンネル・鉄橋などを走行するとき 洗車機を使用するとき カーブの入り口の道路脇に車両・構造物 が存在するとき 路上または道...,,0.0,delete,,1
Paragraph,doc_a_section_195_chunk_3,doc_b_section_221_chunk_1,Toyota Safety Sense C LDA を使用するにはLDA スイッチ を押す メーター内のLDA表示灯が緑色で点灯 します OFF にするには再度LDA スイッチを 押します いったんL...,レイ非装着車 2 マルチインフォメーションディスプ レイ装着車 警告 LDA をお使いになる前に LDA を過信しないでくださいLDA は自動で運転する装置でも前方への注意 を軽減する装置でもないため...,40.51,partial,,1
Paragraph,doc_a_section_199_chunk_1,,レイ非装着車 2 マルチインフォメーションディスプ レイ装着車 プリクラッシュセーフティシステムの警報タイミングを変更する PCS スイッチを押すとPCS 作動表示灯1 が点灯しメータ1 またはマルチ...,,0.0,delete,,1
Paragraph,,doc_b_section_222_chunk_1,,2 マルチインフォメーションディスプレイ装着車 知識 227 4-5 Toyota Safety Sense 4 運 転 機能が正常に作動しないおそれのある状況 次のような状況では前方センサーが白黄線...,0.0,insert,,1
Paragraph,doc_a_section_210_chunk_1,doc_b_section_230_chunk_1,ON-OFF スイッチを押してシ ステムをON にする メーター内のクルーズコントロール表 示灯が点灯します OFF にするには再度スイッチを押し ます 希望の速度まで加速減速しレ バーを下げて設定す...,ONOFF スイッチを押してシ ステムをON にする メーター内のクルーズコントロール表 示灯が点灯します OFF にするには再度スイッチを押し ます 希望の速度まで加速減速しレ バーを下げて設定する...,23.97,partial,,1
Paragraph,,doc_b_section_232_chunk_1,,グレードオプションなどにより装備の有無があります 1 2 速度を設定する 1 2 237 4-6 運転支援装置について 4 運 転 設定速度をかえるには希望の速度になるまでレバーを操作します 速度を上...,0.0,insert,,1
Paragraph,,doc_b_section_226_chunk_1,,グレードオプションなどにより装備の有無があります 先行車の発進後自車が停止し続けた場合警告ブザーとメーター1 またはマルチインフォメーションディスプレイ2 の表示でお知らせす る機能です 先行車発進告...,0.0,insert,,1
Paragraph,,doc_b_section_251_chunk_1,,2 ブレーキペダルを踏まないでP からシフトするときにロックがかかりますシ フトできる場合はシフトロックシステムなどの故障が考えられますただち にトヨタ販売店で点検を受けてください タイヤチェーンにつ...,0.0,insert,,1
Paragraph,,doc_b_section_252_chunk_1,,フトできる場合はシフトロックシステムなどの故障が考えられますただち にトヨタ販売店で点検を受けてください タイヤチェーンについて X 17 インチタイヤ装着車を除く 取り付け・取りはずし・取り扱い方法...,0.0,insert,,1
Paragraph,doc_a_section_241_chunk_1,doc_b_section_272_chunk_1,お手入れは次の項目を実施してください 知識 277 6-1 お手入れのしかた 6 お 手 入 れ の し か た アルミホイール 中性洗剤を使用し早めに汚れを落としてください 洗剤を使用したあとは放置...,お手入れは次の項目を実施してください 知識 339 6-1 お手入れのしかた 6 お 手 入 れ の し か た ホイール・ホイールキャップについて 中性洗剤を使用し早めに汚れを落としてください 洗剤...,72.0,partial,,1
Paragraph,doc_a_section_242_chunk_1,doc_b_section_273_chunk_1,お手入れは次の要領で実施してください 車内の手入れ 本革部分の手入れ 合成皮革部分の手入れ 駆動用電池冷却用吸入口の手入れ 281 6-1 お手入れのしかた 6 お 手 入 れ の し か た X マ...,お手入れは次の要領で実施してください 車内の手入れ 本革部分の手入れ 合成皮革部分の手入れ 駆動用電池冷却用吸入口の手入れ 344 6-1 お手入れのしかた X マルチインフォメーションディスプレイ非...,92.82,match,,1
Paragraph,doc_a_section_242_chunk_2,doc_b_section_273_chunk_2,お手入れのしかた 注意 清掃するとき使用する溶剤について 変色・しみ・塗装はがれの原因になるため次の溶剤は使用しないでください シート以外の部分ベンジン・ガソリンなどの有機溶剤や酸性またはアル カリ性...,お手入れのしかた 6 お 手 入 れ の し か た 注意 清掃するとき使用する溶剤について 変色・しみ・塗装はがれの原因になるため次の溶剤は使用しないでください シート以外の部分ベンジン・ガソリンな...,86.32,match,,1
Paragraph,doc_a_section_259_chunk_1,,電池が消耗しているときは新しい電池に交換してください 用意するもの 電池交換のしかたスマートエントリースタートシステム非装着車 1 2 3 302 6-2 簡単な点検・部品交換 取り付けるときは取りは...,,0.0,delete,,1
Paragraph,,doc_b_section_321_chunk_1,,外側のガイド とクリップを合わ せてからピン を合わせて取り付 けてください 番号灯 レンズを取り外す 小さいマイナスドライバー などを左右どちらかのレン ズの穴に挿し込む 小さいマイナスドライバー ...,0.0,insert,,1
Paragraph,doc_a_section_3_chunk_1,,本書の内容について 不正改造について 7 故障診断コネクターなどに点検整 備用の故障診断装置以外の電装品 を取り付けないでください 電子機器に悪影響をおよぼしたり バッテリーがあがったりするなど 思わ...,,0.0,delete,,1
Paragraph,,doc_b_section_6_chunk_1,,とがあります イベントデータレコーダー 9 お車へRF 送信機を取り付けると次のようなシステムに影響をおよぼ す可能性があります ハイブリッドシステム EFI コンピュータ Toyota Safety...,0.0,insert,,1
